time,w_s,w_a,air_prs,b_voltage,b_current,b_remain,gps_x,gps_y,gps_z,real_lat,real_long,aim_lat,aim_long,aim_z,o_x,o_y,o_z,o_w,v_x,v_y,v_z,la_x,la_y,la_z,power
0.199604034424,0.0,251.0,96975.0,16.5939998627,0.0,0.930000007153,-0.57473474741,0.646348178387,-0.422101408243,34.0300513,108.7565374,0.0,0.0,0.0,-0.0114113708576,0.00281521619771,-0.673167119998,-0.739396983312,0.0035605377052,0.0126302922145,-0.0129630928859,0.201772645116,0.121268883348,9.79840564728,0.0
0.473386764526,0.0,251.0,96972.75,16.5939998627,0.0,0.930000007153,-0.571627378464,0.650627791882,-0.423568308353,34.0300513,108.7565375,0.0,0.0,0.0,-0.0114222661472,0.00282479110559,-0.673191343899,-0.73937478246,0.0050738719292,0.0122463535517,-0.012812375091,0.195494011045,0.121752031147,9.82230186462,0.0
0.601459264755,0.0,251.0,96974.0,16.5939998627,0.0,0.930000007153,-0.569937705994,0.652694761753,-0.425676554441,34.0300512,108.7565375,0.0,0.0,0.0,-0.0114237073719,0.00284048520903,-0.673196701817,-0.739369761716,0.0042241611518,0.0122160380706,-0.0122351329774,0.195183724165,0.135171845555,9.79633235931,0.0
0.814268827438,0.0,251.0,96973.0,16.6009998322,0.0,0.930000007153,-0.567523360252,0.654583394527,-0.426570057869,34.0300512,108.7565375,0.0,0.0,0.0,-0.0114146971659,0.0028336060531,-0.673187922101,-0.739377951376,0.00527648348361,0.011426021345,-0.0124957384542,0.201143026352,0.120275184512,9.79004955292,0.0
0.993397951126,0.0,251.0,96972.25,16.6049995422,0.0,0.939999997616,-0.565349042416,0.656551003456,-0.428505599499,34.0300512,108.7565375,0.0,0.0,0.0,-0.0114190231448,0.00283542429449,-0.673164543771,-0.739399222364,0.00550609221682,0.0108653819188,-0.0121501646936,0.192746862769,0.121908687055,9.7978849411,0.0
1.19811558723,0.0,251.0,96974.5,16.6030006409,0.0,0.930000007153,-0.563270866871,0.657883286476,-0.430504262447,34.0300512,108.7565375,0.0,0.0,0.0,-0.0114172463917,0.00287669264462,-0.673151043609,-0.739411289533,0.00572371901944,0.00987458415329,-0.0123570673168,0.19501157105,0.120660729706,9.81322097778,0.0
1.47183895111,0.0,251.0,96973.25,16.6040000916,0.0,0.939999997616,-0.56065517664,0.661124289036,-0.431791216135,34.0300512,108.7565375,0.0,0.0,0.0,-0.0113993550545,0.00287450232559,-0.673122244141,-0.739437813072,0.00531172100455,0.0103223547339,-0.0113020054996,0.202522397041,0.113938875496,9.81784152985,0.0
1.60058784485,0.0,251.0,96973.0,16.6079998016,0.0,0.939999997616,-0.557892620564,0.663089573383,-0.432204216719,34.0300511,108.7565375,0.0,0.0,0.0,-0.0113934940084,0.00287404002735,-0.673129827939,-0.73943107221,0.00532721355557,0.0106381829828,-0.0108983526006,0.205487772822,0.138450860977,9.79623794556,0.0
1.79955744743,0.0,251.0,96972.5,16.6060009003,0.0,0.939999997616,-0.556179583073,0.664920628071,-0.432586044073,34.0300511,108.7565375,0.0,0.0,0.0,-0.0113929128429,0.00286173611103,-0.673151040975,-0.739411713636,0.00544801773503,0.0107622286305,-0.0107560856268,0.202838167548,0.131599053741,9.80080413818,0.0
1.99383473396,0.0,251.0,96973.25,16.6060009003,0.0,0.939999997616,-0.555390834808,0.666378498077,-0.434098303318,34.0300511,108.7565376,0.0,0.0,0.0,-0.0113880373086,0.00288691720665,-0.673184563524,-0.739381309953,0.00476611452177,0.0113472035155,-0.0109788225964,0.201975271106,0.133230879903,9.80341339111,0.0
2.200289011,0.0,251.0,96972.5,16.6079998016,0.0,0.939999997616,-0.55300205946,0.667916297913,-0.43409922719,34.030051,108.7565376,0.0,0.0,0.0,-0.0113847274639,0.00289333406434,-0.673203037015,-0.739364438043,0.00470414990559,0.0116366241127,-0.0100272139534,0.204615965486,0.136500835419,9.80089855194,0.0
2.47286891937,0.0,251.0,96972.75,16.6019992828,0.0,0.930000007153,-0.549137294292,0.668254733086,-0.433623313904,34.030051,108.7565376,0.0,0.0,0.0,-0.0113971528817,0.00288382336456,-0.673182382425,-0.73938298529,0.0048239142634,0.0108157228678,-0.00952802971005,0.178750813007,0.114734627306,9.80574989319,0.0
2.59309482574,0.0,251.0,96971.5,16.5960006714,0.0,0.930000007153,-0.5483289361,0.668863415718,-0.432018727064,34.030051,108.7565376,0.0,0.0,0.0,-0.0114017060584,0.00289589975374,-0.673165600077,-0.739398250352,0.00454503018409,0.0104933381081,-0.00906663294882,0.195428952575,0.127178937197,9.80440616608,0.0
2.79798674583,0.0,251.0,96974.0,16.6089992523,0.0,0.939999997616,-0.545787572861,0.66889744997,-0.429501652718,34.030051,108.7565377,0.0,0.0,0.0,-0.011386615511,0.00288471042401,-0.67314403933,-0.739418125225,0.00438967579976,0.0099263060838,-0.00792916212231,0.188571155071,0.12051846087,9.80821037292,0.0
2.99805617332,0.0,251.0,96971.5,16.611000061,0.0,0.939999997616,-0.542840600014,0.668332517147,-0.428613394499,34.0300509,108.7565376,0.0,0.0,0.0,-0.0114108581807,0.00291779405373,-0.673132559582,-0.73942817198,0.00428547756746,0.0101054962724,-0.0076418290846,0.210777804255,0.137089669704,9.77316856384,0.0
3.19938755035,0.0,251.0,96974.7421875,16.611000061,0.0,0.939999997616,-0.541212618351,0.666093528271,-0.427047401667,34.0300509,108.7565377,0.0,0.0,0.0,-0.0114172908435,0.00292702948191,-0.673139545422,-0.739421607608,0.00406430708244,0.00738802133128,-0.00622533354908,0.202418357134,0.106151163578,9.81220912933,0.0
