time,w_s,w_a,air_prs,b_voltage,b_current,b_remain,gps_x,gps_y,gps_z,real_lat,real_long,aim_lat,aim_long,aim_z,o_x,o_y,o_z,o_w,v_x,v_y,v_z,la_x,la_y,la_z,power
1728970834.86,,,97869.2421875,16.5359992981,0.0,1.0,0.185871466994,-0.165543243289,0.0442773625255,34.0299888,108.7565574,0.0,0.0,0.0,0.00485726776308,0.00490862065223,-0.699539718224,-0.714560384833,0.0105795133859,0.00119083479512,0.00615125149488,0.022480962798,-0.168606638908,9.78489208221,0.0
1728970835.06,,,97867.5,16.5400009155,0.0,1.0,0.193536147475,-0.169255167246,0.0375196859241,34.0299889,108.7565575,0.0,0.0,0.0,0.00488760983986,0.0048819532538,-0.699557755758,-0.714542684473,0.0118193794042,-0.00104109791573,0.0052086096257,0.0465566329658,-0.143418341875,9.80834388733,0.0
1728970835.26,,,97867.0,16.5429992676,0.0,1.0,0.199954494834,-0.169634506106,0.0337333679199,34.0299889,108.7565576,0.0,0.0,0.0,0.00485368654531,0.0048828228824,-0.699576944428,-0.714524170153,0.0129251638427,-0.0010035247542,0.00448524253443,-0.0127456514165,-0.129396468401,9.80865764618,0.0
1728970835.45,,,97867.25,16.5380001068,0.0,1.0,0.208515167236,-0.16985617578,0.0281741786748,34.0299889,108.7565576,0.0,0.0,0.0,0.00486756749051,0.00488814707069,-0.699562443937,-0.71453833347,0.0144151654094,-0.000832855293993,0.00327873369679,0.0293880440295,-0.135277181864,9.79923725128,0.0
1728970835.66,,,97868.25,16.5559997559,0.0,1.0,0.21441411972,-0.17148219049,0.0260687563568,34.0299889,108.7565576,0.0,0.0,0.0,0.00486780482956,0.00488875793697,-0.699575354702,-0.714525591292,0.0144921774045,-0.00126340764109,0.00291425781325,-0.0347494333982,-0.150163963437,9.80719089508,0.0
1728970835.86,,,97868.7421875,16.5480003357,0.0,1.0,0.221475824714,-0.172057956457,0.0233124643564,34.0299889,108.7565577,0.0,0.0,0.0,0.0048638846125,0.00498449572205,-0.69956453284,-0.714535485923,0.0139151336625,-0.00202531740069,0.00266817072406,0.0339934900403,-0.155589699745,9.83612918854,0.0
1728970836.06,,,97866.75,16.545999527,0.0,1.0,0.22661909461,-0.173060640693,0.0188648719341,34.029989,108.7565578,0.0,0.0,0.0,0.00484848547526,0.00494699397897,-0.699566313544,-0.714534126688,0.0135095827281,-0.00243374565616,0.0019876183942,-0.0304405875504,-0.157294780016,9.80735397339,0.0
1728970836.26,,,97868.2421875,16.5380001068,0.0,1.0,0.233549267054,-0.171561107039,0.0169729087502,34.029989,108.7565578,0.0,0.0,0.0,0.0048265219355,0.00501462428764,-0.699547821614,-0.714551944268,0.0140426615253,-0.00220474996604,0.00225437618792,0.0113776978105,-0.138826966286,9.8328371048,0.0
1728970836.46,,,97869.75,16.5370006561,0.0,1.0,0.239446341991,-0.171660855412,0.0165787730366,34.0299891,108.7565578,0.0,0.0,0.0,0.00484064353755,0.00494082801645,-0.699556563793,-0.714543876439,0.0142979752272,-0.00204194104299,0.00222528306767,-0.0154751725495,-0.140276730061,9.82256412506,0.0
1728970836.66,,,97866.0,16.5419998169,0.0,1.0,0.243620634079,-0.170253932476,0.0117469532415,34.0299891,108.7565579,0.0,0.0,0.0,0.00474608141326,0.00501069801441,-0.699581261187,-0.714519684806,0.0132071543485,-0.00305566843599,0.00147157325409,0.02962340042,-0.141522943974,9.80081558228,0.0
