,time,wind_speed,wind_angle,air_pressure,battery_voltage,battery_current,battery_remain,gps_x,gps_y,gps_z,real_lat,real_long,aim_lat,aim_long,aim_z,o_x,o_y,o_z,o_w,v_x,v_y,v_z,la_x,la_y,la_z,power
0,-6.389618000007813e-06,0.0,13.0,96977.25,16.4500007629,0.0,0.879999995232,0.108362205327,0.102534122765,-0.241512969136,34.0300649,108.7565993,0.0,0.0,0.0,0.00298863656758,-0.00030593549458,-0.657013239219,-0.753873166639,0.0119087938219,0.0148867415264,0.0249300803989,-0.0321847423911,-0.045470174402,9.82966995239,0.0
1,0.19998507499699997,0.0,13.0,96978.25,16.4470005035,0.0,0.879999995232,0.117995478213,0.108109347522,-0.240898787975,34.0300649,108.7565994,0.0,0.0,0.0,0.00299039315274,-0.0002976616237,-0.657017237902,-0.753869505131,0.0117895007133,0.014566745609,0.024955611676,-0.0517033971846,-0.0319384969771,9.82034683228,0.0
2,0.399977731705,0.0,13.0,96975.75,16.4519996643,0.0,0.879999995232,0.129019871354,0.113144673407,-0.245725467801,34.030065,108.7565995,0.0,0.0,0.0,0.00298290031565,-0.000285437308952,-0.657015615248,-0.753871043491,0.0129327019677,0.0145183671266,0.0216159000993,-0.0280056651682,-0.0424383543432,9.81691360474,0.0
3,0.594971466064,0.0,13.0,96977.75,16.4479999542,0.0,0.879999995232,0.139614894986,0.118348866701,-0.251132249832,34.030065,108.7565996,0.0,0.0,0.0,0.00297751753748,-0.00029101962611,-0.657034365327,-0.753854737929,0.0133710745722,0.0143476361409,0.0200346037745,-0.0575225576758,-0.0421715527773,9.79716491699,0.0
4,0.80096511841,0.0,13.0,96979.0,16.4459991455,0.0,0.879999995232,0.149341925979,0.122863560915,-0.25565469265,34.0300651,108.7565997,0.0,0.0,0.0,0.00296338220888,-0.000281729538736,-0.657042446985,-0.753847752089,0.0140244029462,0.0139732519165,0.0170103013515,-0.052644431591,-0.0266389157623,9.78386592865,0.0
5,0.9959600448600001,0.0,13.0,96978.5,16.4419994354,0.0,0.879999995232,0.162560075521,0.130340501666,-0.263031363487,34.0300652,108.7565997,0.0,0.0,0.0,0.0029680387771,-0.000291441094595,-0.657032558281,-0.753856292094,0.0151763819158,0.0146897835657,0.0145795596763,-0.0447539910674,-0.0297318324447,9.80148696899,0.0
6,1.1959534168200001,0.0,13.0,96976.75,16.4370002747,0.0,0.870000004768,0.17276327312,0.136575326324,-0.269951105118,34.0300652,108.7565998,0.0,0.0,0.0,0.00297317130836,-0.000289384954005,-0.657035835198,-0.753853520939,0.0154712432995,0.0149210151285,0.0130180548877,-0.043042011559,-0.0563645549119,9.81315898895,0.0
7,1.39594774246,0.0,13.0,96976.7421875,16.4340000153,0.0,0.879999995232,0.183264568448,0.142773449421,-0.275609523058,34.0300652,108.7565998,0.0,0.0,0.0,0.0029783393187,-0.000298179733591,-0.657021015313,-0.753866402069,0.0157137755305,0.0154973901808,0.0116981882602,-0.0371583998203,-0.0241088625044,9.81417560577,0.0
8,1.6009433746300001,0.0,13.0,96977.0,16.4340000153,0.0,0.879999995232,0.191851377487,0.148870885372,-0.277568221092,34.0300652,108.7565999,0.0,0.0,0.0,0.00299088870748,-0.000296727807587,-0.657023322853,-0.753864347411,0.0141040105373,0.0154537931085,0.0112201981246,-0.0542241036892,-0.0460729971528,9.78940486908,0.0
9,1.8009381771100001,0.0,13.0,96977.75,16.4479999542,0.0,0.879999995232,0.199795171618,0.154398679733,-0.27901661396,34.0300652,108.7565999,0.0,0.0,0.0,0.00299916480095,-0.000295759582525,-0.657033243167,-0.753855607208,0.0135506391525,0.0154296997935,0.00996641628444,-0.0481758676469,-0.0364015251398,9.81513023376,0.0
10,2.02092461586,0.0,13.0,96975.75,16.452999115,0.0,0.879999995232,0.20790733397,0.15800370276,-0.282709062099,34.0300653,108.7566,0.0,0.0,0.0,0.00299264850305,-0.000283419446262,-0.657034502304,-0.753854516658,0.0127342548221,0.0147553700954,0.00742833828554,-0.0309995803982,-0.0412341319025,9.78579807281,0.0
11,2.1959205150599996,0.0,13.0,96976.9921875,16.4510002136,0.0,0.879999995232,0.216405242682,0.16268388927,-0.287261962891,34.0300653,108.7566,0.0,0.0,0.0,0.00298569978835,-0.000269318444303,-0.657034850016,-0.753854337534,0.0129007659853,0.0145087493584,0.00545328715816,-0.0436055101454,-0.0250103659928,9.80947113037,0.0
12,2.39591269493,0.0,13.0,96978.25,16.4549999237,0.0,0.879999995232,0.223408669233,0.166950911283,-0.290605723858,34.0300653,108.7566001,0.0,0.0,0.0,0.00299248765355,-0.00026315224512,-0.657041798978,-0.753848147216,0.0114339906722,0.0139886289835,0.00311054615304,-0.0510293915868,-0.0518157072365,9.80452919006,0.0
13,2.5969055175799998,0.0,13.0,96977.75,16.4479999542,0.0,0.879999995232,0.230839163065,0.170934349298,-0.295831501484,34.0300653,108.7566001,0.0,0.0,0.0,0.0029818355315,-0.000270966698888,-0.657044085444,-0.753846282218,0.0101225702092,0.0133926076815,0.000280932697933,-0.06149077788,-0.0515221841633,9.82096195221,0.0
14,2.8018980503099997,0.0,13.0,96977.75,16.4409999847,0.0,0.879999995232,0.238433226943,0.174289777875,-0.302370905876,34.0300654,108.7566002,0.0,0.0,0.0,0.00299026753538,-0.000238627224462,-0.657042325813,-0.753847788967,0.0105260079727,0.0121353045106,-0.00225250073709,-0.0397102423012,-0.0406929366291,9.78418922424,0.0
