time,num,w_s,w_a
1728453343.25,0,0.0,272.0
1728453343.45,0,0.0,272.0
1728453343.65,0,0.0,272.0
1728453343.85,0,0.0,272.0
1728453345.07,3,0.0,272.0
1728453345.27,3,0.0,272.0
1728453345.47,3,0.0,272.0
1728453345.67,3,0.0,272.0
1728453345.87,3,0.0,272.0
1728453347.08,6,0.0,272.0
1728453347.28,6,0.0,272.0
1728453347.48,6,0.0,272.0
1728453347.68,6,0.0,272.0
1728453347.88,6,0.0,272.0
1728453349.09,9,0.0,272.0
1728453349.29,9,0.0,272.0
1728453349.49,9,0.0,272.0
1728453349.69,9,0.0,272.0
1728453349.89,9,0.0,272.0
1728453350.09,10,0.0,272.0
1728453350.29,10,0.0,272.0
1728453350.49,10,0.0,272.0
1728453350.7,10,0.0,272.0
1728453350.9,10,0.0,272.0
1728453351.1,11,0.0,272.0
1728453351.3,11,0.0,272.0
1728453351.5,11,0.0,272.0
1728453351.7,11,0.0,272.0
1728453351.91,11,0.0,272.0
1728453352.11,12,0.0,272.0
1728453352.31,12,0.0,272.0
1728453352.51,12,0.0,272.0
1728453352.71,12,0.0,272.0
1728453352.92,12,0.0,272.0
1728453353.12,13,0.0,272.0
1728453353.32,13,0.0,272.0
1728453353.52,13,0.0,272.0
1728453353.72,13,0.0,272.0
1728453353.92,13,0.0,272.0
1728453354.13,14,0.0,272.0
1728453354.33,14,0.0,272.0
1728453354.53,14,0.0,272.0
1728453354.73,14,0.0,272.0
1728453354.93,14,0.0,272.0
1728453355.14,15,0.0,272.0
1728453355.34,15,0.0,272.0
1728453355.54,15,0.0,272.0
1728453355.74,15,0.0,272.0
1728453355.94,15,0.0,272.0
1728453356.14,16,0.0,272.0
1728453356.34,16,0.0,272.0
1728453356.54,16,0.0,272.0
1728453356.74,16,0.0,272.0
1728453356.94,16,0.0,272.0
1728453357.14,17,0.0,272.0
1728453357.34,17,0.0,272.0
1728453357.54,17,0.0,272.0
1728453357.75,17,0.0,272.0
1728453357.95,17,0.0,272.0
1728453358.15,18,0.0,272.0
1728453358.35,18,0.0,272.0
1728453358.55,18,0.0,272.0
1728453358.75,18,0.0,272.0
