time,w_s,w_a,air_prs,b_voltage,b_current,b_remain,gps_x,gps_y,gps_z,real_lat,real_long,aim_lat,aim_long,aim_z,o_x,o_y,o_z,o_w,v_x,v_y,v_z,la_x,la_y,la_z,power
1728998885.98,,,97050.0,16.7160015106,0.0,1.0,-0.317205071449,0.483251035213,-0.177765116096,34.0299969,108.7565257,0.0,0.0,0.0,0.0405911780393,-0.0163137213841,-0.738531121091,-0.672798669614,0.014416041784,-0.00687701627612,0.0319407433271,-0.814425587654,-0.314021319151,9.78627109528,0.0
1728998886.18,,,97050.0,16.7280006409,0.0,1.0,-0.31358140707,0.475844174623,-0.183138251305,34.0299968,108.7565257,0.0,0.0,0.0,0.0406106538346,-0.016328753321,-0.738524627842,-0.672804319926,0.0152980610728,-0.00773208262399,0.02949228324,-0.807288944721,-0.290569037199,9.7703666687,0.0
1728998886.38,,,97050.25,16.7240009308,0.0,1.0,-0.310278236866,0.464624077082,-0.19212885201,34.0299968,108.7565258,0.0,0.0,0.0,0.0405745484734,-0.0163611128811,-0.738563921875,-0.672762581375,0.0159162860364,-0.0107841920108,0.0254657752812,-0.789012491703,-0.320434063673,9.78193950653,0.0
1728998886.58,,,97052.25,16.7119998932,0.0,1.0,-0.306024909019,0.454820424318,-0.203323915601,34.0299968,108.7565258,0.0,0.0,0.0,0.0405562830829,-0.0162831464797,-0.738587508306,-0.672739669294,0.0180734470487,-0.0125155672431,0.0210759807378,-0.79957562685,-0.290192574263,9.74925422668,0.0
1728998886.78,,,97050.0,16.7119998932,0.0,1.0,-0.301267564297,0.445358067751,-0.216259926558,34.0299968,108.7565258,0.0,0.0,0.0,0.0405343640875,-0.0163067671541,-0.738622437506,-0.672701958401,0.0195892266929,-0.0144284004346,0.016220709309,-0.802112817764,-0.310491144657,9.78033733368,0.0
1728998886.98,,,97052.0,16.7000007629,0.0,1.0,-0.298090130091,0.435276806355,-0.229954868555,34.0299968,108.7565258,0.0,0.0,0.0,0.0405184075541,-0.0162685333771,-0.738626043696,-0.672700038086,0.0201317910105,-0.0154205188155,0.0113824214786,-0.797485649586,-0.305146694183,9.77239704132,0.0
1728998887.19,,,97049.25,16.7000007629,0.0,1.0,-0.296350240707,0.428668022156,-0.23698335886,34.0299968,108.7565258,0.0,0.0,0.0,0.0405742521284,-0.0163207691274,-0.738648813531,-0.672670440461,0.0200650431216,-0.0166600961238,0.00898804701865,-0.805444955826,-0.311896204948,9.77139186859,0.0
1728998887.38,,,97047.5,16.6960010529,0.0,1.0,-0.295012682676,0.422043681145,-0.24333357811,34.0299969,108.7565258,0.0,0.0,0.0,0.0405690061628,-0.0162941573439,-0.738652667333,-0.672667092421,0.019115678966,-0.0168865211308,0.00761667080224,-0.797941923141,-0.3131531775,9.78708267212,0.0
1728998887.58,,,97052.25,16.6880016327,0.0,1.0,-0.291335344315,0.420147925615,-0.243059009314,34.0299969,108.7565258,0.0,0.0,0.0,0.040663156954,-0.0163526940481,-0.738655501709,-0.672656755906,0.0195572692901,-0.0137831652537,0.00806069467217,-0.799197435379,-0.299889415503,9.78872203827,0.0
1728998887.78,,,97048.75,16.6920013428,0.0,1.0,-0.289816051722,0.420197814703,-0.238698065281,34.0299968,108.7565258,0.0,0.0,0.0,0.0406693196135,-0.0163808968752,-0.738689506313,-0.672618452324,0.0197436064482,-0.0109586520121,0.00929305423051,-0.785828113556,-0.322039932013,9.78420162201,0.0
1728998887.98,,,97051.25,16.6960010529,0.0,1.0,-0.288992613554,0.419023513794,-0.233956068754,34.0299968,108.7565258,0.0,0.0,0.0,0.040757718677,-0.0163765597011,-0.73872036044,-0.67257925312,0.0186475850642,-0.00880647730082,0.011356478557,-0.804690778255,-0.301560282707,9.778216362,0.0
1728998888.18,,,97051.4921875,16.704000473,0.00999999977648,1.0,-0.287530809641,0.418161064386,-0.227016955614,34.0299968,108.7565258,0.0,0.0,0.0,0.0407625155152,-0.0163991951929,-0.738757578742,-0.672537651547,0.0180964861065,-0.00680420780554,0.0132515663281,-0.808419048786,-0.302695125341,9.74392032623,0.167040000997
1728998888.38,,,97049.75,16.704000473,0.00999999977648,1.0,-0.28593096137,0.418631851673,-0.22177298367,34.0299968,108.7565258,0.0,0.0,0.0,0.0408150133663,-0.0163859518628,-0.738754920856,-0.672537612034,0.0176333151758,-0.00343892374076,0.0148597462103,-0.791744530201,-0.306412667036,9.76278400421,0.167040000997
1728998888.58,,,97051.5,16.704000473,0.0,1.0,-0.285101622343,0.416398704052,-0.219945386052,34.0299968,108.7565259,0.0,0.0,0.0,0.040817345931,-0.0164219781987,-0.738782727239,-0.672506096728,0.0175442546606,-0.00297138211317,0.0151627352461,-0.807054698467,-0.315203875303,9.76314926147,0.0
1728998888.78,,,97052.25,16.7000007629,0.0,1.0,-0.283891141415,0.414220333099,-0.218631759286,34.0299968,108.7565259,0.0,0.0,0.0,0.040814757851,-0.0163672044178,-0.738782081866,-0.672508259388,0.0166541449726,-0.00218528253026,0.0149503527209,-0.807786762714,-0.300901800394,9.75942993164,0.0
1728998888.98,,,97048.75,16.7000007629,0.0,1.0,-0.282409608364,0.412321031094,-0.219249725342,34.0299968,108.756526,0.0,0.0,0.0,0.0408817594864,-0.0164055962455,-0.738771065733,-0.672515313717,0.0166766624898,-0.00134309008718,0.0145873082802,-0.826476991177,-0.309420585632,9.77526378632,0.0
1728998889.18,,,97053.0,16.7000007629,0.0,1.0,-0.280149102211,0.409039378166,-0.224194541574,34.0299968,108.7565261,0.0,0.0,0.0,0.0408437851759,-0.0163495620104,-0.738779603104,-0.672509642332,0.0161279179156,-0.00160836055875,0.012585407123,-0.795244812965,-0.311815798283,9.768866539,0.0
1728998889.38,,,97049.5,16.7000007629,0.0,1.0,-0.27666169405,0.404336452484,-0.232414618134,34.0299968,108.7565261,0.0,0.0,0.0,0.0408440169835,-0.0163684596036,-0.738803611003,-0.672482852741,0.0168422590941,-0.00267103780061,0.009601441212,-0.811334133148,-0.31468385458,9.78362369537,0.0
1728998889.58,,,97050.75,16.7000007629,0.00999999977648,1.0,-0.273075014353,0.398706674576,-0.242905348539,34.0299967,108.7565262,0.0,0.0,0.0,0.0408017292065,-0.0163326703438,-0.738822869479,-0.672465111552,0.0170474443585,-0.00447533698753,0.00570105854422,-0.805508375168,-0.302858829498,9.7709608078,0.167000003897
